OMNIWeb Plus Browser Results

Listing for omni_min data from 20150317 to 20150318
Selected parameters:
 1 SYM/H, nT

YYYY DOY HR MN    1 
2015  76 19 37  -172
2015  76 19 38  -173
2015  76 19 39  -172
2015  76 19 40  -172
2015  76 19 41  -171
2015  76 19 42  -169
2015  76 19 43  -168
2015  76 19 44  -167
2015  76 19 45  -167
2015  76 19 46  -169
2015  76 19 47  -173
2015  76 19 48  -173
2015  76 19 49  -169
2015  76 19 50  -163
2015  76 19 51  -165
2015  76 19 52  -167
2015  76 19 53  -167
2015  76 19 54  -165
2015  76 19 55  -165
2015  76 19 56  -165
2015  76 19 57  -164
2015  76 19 58  -161
2015  76 19 59  -161
2015  76 20  0  -161
2015  76 20  1  -160
2015  76 20  2  -160
2015  76 20  3  -160
2015  76 20  4  -158
2015  76 20  5  -158
2015  76 20  6  -157
2015  76 20  7  -157
2015  76 20  8  -156
2015  76 20  9  -154
2015  76 20 10  -153
2015  76 20 11  -154
2015  76 20 12  -155
2015  76 20 13  -158
2015  76 20 14  -160
2015  76 20 15  -162
2015  76 20 16  -162
2015  76 20 17  -164
2015  76 20 18  -164
2015  76 20 19  -163
2015  76 20 20  -163
2015  76 20 21  -164
2015  76 20 22  -165
2015  76 20 23  -165
2015  76 20 24  -164
2015  76 20 25  -164
2015  76 20 26  -165
2015  76 20 27  -167
2015  76 20 28  -168
2015  76 20 29  -169
2015  76 20 30  -170
2015  76 20 31  -170
2015  76 20 32  -169
2015  76 20 33  -170
2015  76 20 34  -168
2015  76 20 35  -168
2015  76 20 36  -167
2015  76 20 37  -167
2015  76 20 38  -167
2015  76 20 39  -168
2015  76 20 40  -170
2015  76 20 41  -172
2015  76 20 42  -173
2015  76 20 43  -173
2015  76 20 44  -172
2015  76 20 45  -171
2015  76 20 46  -169
2015  76 20 47  -166
2015  76 20 48  -163
2015  76 20 49  -162
2015  76 20 50  -162
2015  76 20 51  -162
2015  76 20 52  -164
2015  76 20 53  -165
2015  76 20 54  -164
2015  76 20 55  -165
2015  76 20 56  -166
2015  76 20 57  -165
2015  76 20 58  -167
2015  76 20 59  -169
2015  76 21  0  -171
2015  76 21  1  -171
2015  76 21  2  -172
2015  76 21  3  -171
2015  76 21  4  -169
2015  76 21  5  -166
2015  76 21  6  -164
2015  76 21  7  -164
2015  76 21  8  -165
2015  76 21  9  -165
2015  76 21 10  -166
2015  76 21 11  -166
2015  76 21 12  -167
2015  76 21 13  -167
2015  76 21 14  -171
2015  76 21 15  -172
2015  76 21 16  -173
2015  76 21 17  -175
2015  76 21 18  -176
2015  76 21 19  -176
2015  76 21 20  -174
2015  76 21 21  -174
2015  76 21 22  -175
2015  76 21 23  -177
2015  76 21 24  -180
2015  76 21 25  -180
2015  76 21 26  -180
2015  76 21 27  -179
2015  76 21 28  -178
2015  76 21 29  -178
2015  76 21 30  -177
2015  76 21 31  -177
2015  76 21 32  -177
2015  76 21 33  -177
2015  76 21 34  -179
2015  76 21 35  -180
2015  76 21 36  -182
2015  76 21 37  -183
2015  76 21 38  -183
2015  76 21 39  -184
2015  76 21 40  -183
2015  76 21 41  -183
2015  76 21 42  -184
2015  76 21 43  -186
2015  76 21 44  -187
2015  76 21 45  -189
2015  76 21 46  -190
2015  76 21 47  -191
2015  76 21 48  -193
2015  76 21 49  -194
2015  76 21 50  -194
2015  76 21 51  -194
2015  76 21 52  -193
2015  76 21 53  -194
2015  76 21 54  -194
2015  76 21 55  -192
2015  76 21 56  -192
2015  76 21 57  -192
2015  76 21 58  -193
2015  76 21 59  -195
2015  76 22  0  -196
2015  76 22  1  -197
2015  76 22  2  -199
2015  76 22  3  -199
2015  76 22  4  -199
2015  76 22  5  -200
2015  76 22  6  -200
2015  76 22  7  -201
2015  76 22  8  -201
2015  76 22  9  -201
2015  76 22 10  -201
2015  76 22 11  -202
2015  76 22 12  -202
2015  76 22 13  -202
2015  76 22 14  -203
2015  76 22 15  -204
2015  76 22 16  -206
2015  76 22 17  -207
2015  76 22 18  -209
2015  76 22 19  -211
2015  76 22 20  -212
2015  76 22 21  -213
2015  76 22 22  -213
2015  76 22 23  -212
2015  76 22 24  -213
2015  76 22 25  -212
2015  76 22 26  -212
2015  76 22 27  -212
2015  76 22 28  -212
2015  76 22 29  -213
2015  76 22 30  -215
2015  76 22 31  -214
2015  76 22 32  -215
2015  76 22 33  -215
2015  76 22 34  -216
2015  76 22 35  -217
2015  76 22 36  -218
2015  76 22 37  -219
2015  76 22 38  -221
2015  76 22 39  -222
2015  76 22 40  -224
2015  76 22 41  -225
2015  76 22 42  -224
2015  76 22 43  -227
2015  76 22 44  -231
2015  76 22 45  -233
2015  76 22 46  -233
2015  76 22 47  -234
2015  76 22 48  -233
2015  76 22 49  -231
2015  76 22 50  -231
2015  76 22 51  -231
2015  76 22 52  -230
2015  76 22 53  -230
2015  76 22 54  -229
2015  76 22 55  -229
2015  76 22 56  -228
2015  76 22 57  -229
2015  76 22 58  -229
2015  76 22 59  -230
2015  76 23  0  -231
2015  76 23  1  -230
2015  76 23  2  -230
2015  76 23  3  -230
2015  76 23  4  -231
2015  76 23  5  -232
2015  76 23  6  -231
2015  76 23  7  -228
2015  76 23  8  -219
2015  76 23  9  -219
2015  76 23 10  -215
2015  76 23 11  -214
2015  76 23 12  -211
2015  76 23 13  -211
2015  76 23 14  -213
2015  76 23 15  -215
2015  76 23 16  -219
2015  76 23 17  -223
2015  76 23 18  -224
2015  76 23 19  -222
2015  76 23 20  -219
2015  76 23 21  -218
2015  76 23 22  -215
2015  76 23 23  -212
2015  76 23 24  -209
2015  76 23 25  -207
2015  76 23 26  -203
2015  76 23 27  -199
2015  76 23 28  -198
2015  76 23 29  -198
2015  76 23 30  -199
2015  76 23 31  -199
2015  76 23 32  -199
2015  76 23 33  -198
2015  76 23 34  -198
2015  76 23 35  -199
2015  76 23 36  -200
2015  76 23 37  -199
2015  76 23 38  -199
2015  76 23 39  -198
2015  76 23 40  -198
2015  76 23 41  -199
2015  76 23 42  -198
2015  76 23 43  -197
2015  76 23 44  -197
2015  76 23 45  -198
2015  76 23 46  -198
2015  76 23 47  -197
2015  76 23 48  -197
2015  76 23 49  -197
2015  76 23 50  -198
2015  76 23 51  -197
2015  76 23 52  -198
2015  76 23 53  -198
2015  76 23 54  -199
2015  76 23 55  -200
2015  76 23 56  -199
2015  76 23 57  -200
2015  76 23 58  -200
2015  76 23 59  -200
2015  77  0  0  -185
2015  77  0  1  -185
2015  77  0  2  -185
2015  77  0  3  -184
2015  77  0  4  -185
2015  77  0  5  -185
2015  77  0  6  -186
2015  77  0  7  -186
2015  77  0  8  -187
2015  77  0  9  -186
2015  77  0 10  -184
2015  77  0 11  -183
2015  77  0 12  -179
2015  77  0 13  -174
2015  77  0 14  -172
2015  77  0 15  -170
2015  77  0 16  -169
2015  77  0 17  -170
2015  77  0 18  -170
2015  77  0 19  -170
2015  77  0 20  -171
2015  77  0 21  -171
2015  77  0 22  -170
2015  77  0 23  -173
2015  77  0 24  -172
2015  77  0 25  -170
2015  77  0 26  -169
2015  77  0 27  -168
2015  77  0 28  -168
2015  77  0 29  -169
2015  77  0 30  -169
2015  77  0 31  -170
2015  77  0 32  -170
2015  77  0 33  -171
2015  77  0 34  -171
2015  77  0 35  -170
2015  77  0 36  -171
2015  77  0 37  -172
2015  77  0 38  -173
2015  77  0 39  -174
2015  77  0 40  -175
2015  77  0 41  -174
2015  77  0 42  -174
2015  77  0 43  -174
2015  77  0 44  -175
2015  77  0 45  -177
2015  77  0 46  -178
2015  77  0 47  -178
2015  77  0 48  -177
2015  77  0 49  -176
2015  77  0 50  -176
2015  77  0 51  -175
2015  77  0 52  -174
2015  77  0 53  -173
2015  77  0 54  -173
2015  77  0 55  -173
2015  77  0 56  -173
2015  77  0 57  -173
2015  77  0 58  -173
2015  77  0 59  -173
2015  77  1  0  -173
2015  77  1  1  -172
2015  77  1  2  -171
2015  77  1  3  -171
2015  77  1  4  -170
2015  77  1  5  -169
2015  77  1  6  -169
2015  77  1  7  -169
2015  77  1  8  -169
2015  77  1  9  -169
2015  77  1 10  -169
2015  77  1 11  -169
2015  77  1 12  -169
2015  77  1 13  -169
2015  77  1 14  -170
2015  77  1 15  -169
2015  77  1 16  -169
2015  77  1 17  -168
2015  77  1 18  -168
2015  77  1 19  -167
2015  77  1 20  -166
2015  77  1 21  -166
2015  77  1 22  -166
2015  77  1 23  -165
2015  77  1 24  -165
2015  77  1 25  -164
2015  77  1 26  -164
2015  77  1 27  -164
2015  77  1 28  -164
2015  77  1 29  -164
2015  77  1 30  -164
2015  77  1 31  -164
2015  77  1 32  -163
2015  77  1 33  -163
2015  77  1 34  -162
2015  77  1 35  -162
2015  77  1 36  -162
2015  77  1 37  -162
2015  77  1 38  -162
2015  77  1 39  -162
2015  77  1 40  -162
2015  77  1 41  -161
2015  77  1 42  -161
2015  77  1 43  -161
2015  77  1 44  -161
2015  77  1 45  -160
2015  77  1 46  -160
2015  77  1 47  -160
2015  77  1 48  -160
2015  77  1 49  -160
2015  77  1 50  -160
2015  77  1 51  -160
2015  77  1 52  -159
2015  77  1 53  -159
2015  77  1 54  -159
2015  77  1 55  -160
2015  77  1 56  -159
2015  77  1 57  -160
2015  77  1 58  -160
2015  77  1 59  -159
2015  77  2  0  -159
2015  77  2  1  -158
2015  77  2  2  -157
2015  77  2  3  -157
2015  77  2  4  -157
2015  77  2  5  -157
2015  77  2  6  -157
2015  77  2  7  -157
2015  77  2  8  -157
2015  77  2  9  -156
2015  77  2 10  -155
2015  77  2 11  -154
2015  77  2 12  -153
2015  77  2 13  -152
2015  77  2 14  -151
2015  77  2 15  -151
2015  77  2 16  -150
2015  77  2 17  -150
2015  77  2 18  -150
2015  77  2 19  -149
2015  77  2 20  -148
2015  77  2 21  -148
2015  77  2 22  -148
2015  77  2 23  -148
2015  77  2 24  -148
2015  77  2 25  -147
2015  77  2 26  -147
2015  77  2 27  -147
2015  77  2 28  -146
2015  77  2 29  -145
2015  77  2 30  -145
2015  77  2 31  -144
2015  77  2 32  -143
2015  77  2 33  -143
2015  77  2 34  -143
2015  77  2 35  -143
2015  77  2 36  -143
2015  77  2 37  -143
2015  77  2 38  -144
2015  77  2 39  -144
2015  77  2 40  -144
2015  77  2 41  -145
2015  77  2 42  -144
2015  77  2 43  -144
2015  77  2 44  -144
2015  77  2 45  -144
2015  77  2 46  -144
2015  77  2 47  -144
2015  77  2 48  -144
2015  77  2 49  -143
2015  77  2 50  -144
2015  77  2 51  -144
2015  77  2 52  -144
2015  77  2 53  -144
2015  77  2 54  -144
2015  77  2 55  -144
2015  77  2 56  -144
2015  77  2 57  -144
2015  77  2 58  -143
2015  77  2 59  -143
2015  77  3  0  -142
2015  77  3  1  -142
2015  77  3  2  -141
2015  77  3  3  -141
2015  77  3  4  -141
2015  77  3  5  -140
2015  77  3  6  -140
2015  77  3  7  -139
2015  77  3  8  -137
2015  77  3  9  -136
2015  77  3 10  -136
2015  77  3 11  -135
2015  77  3 12  -134
2015  77  3 13  -134
2015  77  3 14  -134
2015  77  3 15  -135
2015  77  3 16  -135
2015  77  3 17  -135
2015  77  3 18  -135
2015  77  3 19  -135
2015  77  3 20  -136
2015  77  3 21  -135
2015  77  3 22  -134
2015  77  3 23  -133
2015  77  3 24  -133
2015  77  3 25  -132
2015  77  3 26  -131
2015  77  3 27  -131
2015  77  3 28  -130
2015  77  3 29  -129
2015  77  3 30  -130
2015  77  3 31  -130
2015  77  3 32  -130
2015  77  3 33  -130
2015  77  3 34  -130
2015  77  3 35  -130
2015  77  3 36  -130
2015  77  3 37  -130
2015  77  3 38  -130
2015  77  3 39  -130
2015  77  3 40  -130
2015  77  3 41  -130
2015  77  3 42  -129
2015  77  3 43  -129
2015  77  3 44  -129
2015  77  3 45  -129
2015  77  3 46  -128
2015  77  3 47  -128
2015  77  3 48  -128
2015  77  3 49  -128
2015  77  3 50  -128
2015  77  3 51  -128
2015  77  3 52  -128
2015  77  3 53  -128
2015  77  3 54  -128
2015  77  3 55  -129
2015  77  3 56  -129
2015  77  3 57  -129
2015  77  3 58  -129
2015  77  3 59  -128
2015  77  4  0  -128
2015  77  4  1  -127
2015  77  4  2  -127
2015  77  4  3  -128
2015  77  4  4  -128
2015  77  4  5  -128
2015  77  4  6  -128
2015  77  4  7  -128
2015  77  4  8  -127
2015  77  4  9  -127
2015  77  4 10  -127
2015  77  4 11  -126
2015  77  4 12  -127
2015  77  4 13  -127
2015  77  4 14  -128
2015  77  4 15  -128
2015  77  4 16  -128
2015  77  4 17  -129
2015  77  4 18  -128
2015  77  4 19  -128
2015  77  4 20  -128
2015  77  4 21  -128
2015  77  4 22  -127
2015  77  4 23  -126
2015  77  4 24  -126
2015  77  4 25  -126
2015  77  4 26  -126
2015  77  4 27  -127
2015  77  4 28  -127
2015  77  4 29  -126
2015  77  4 30  -126
2015  77  4 31  -126
2015  77  4 32  -126
2015  77  4 33  -125
2015  77  4 34  -125
2015  77  4 35  -125
2015  77  4 36  -124
2015  77  4 37  -125
2015  77  4 38  -124
2015  77  4 39  -124
2015  77  4 40  -124
2015  77  4 41  -124
2015  77  4 42  -124
2015  77  4 43  -123
2015  77  4 44  -122
2015  77  4 45  -122
2015  77  4 46  -121
2015  77  4 47  -121
2015  77  4 48  -120
2015  77  4 49  -120
2015  77  4 50  -120
2015  77  4 51  -120
2015  77  4 52  -119
2015  77  4 53  -119
2015  77  4 54  -119
2015  77  4 55  -118
2015  77  4 56  -118
2015  77  4 57  -117
2015  77  4 58  -117
2015  77  4 59  -115
2015  77  5  0  -114
2015  77  5  1  -113
2015  77  5  2  -113
2015  77  5  3  -112
2015  77  5  4  -111
2015  77  5  5  -111
2015  77  5  6  -112
2015  77  5  7  -112
2015  77  5  8  -112
2015  77  5  9  -112
2015  77  5 10  -113
2015  77  5 11  -113
2015  77  5 12  -113
2015  77  5 13  -113
2015  77  5 14  -112
2015  77  5 15  -112
2015  77  5 16  -111
2015  77  5 17  -111
2015  77  5 18  -110
2015  77  5 19  -111
2015  77  5 20  -111
2015  77  5 21  -111
2015  77  5 22  -110
2015  77  5 23  -110
2015  77  5 24  -109
2015  77  5 25  -108
2015  77  5 26  -106
2015  77  5 27  -103
2015  77  5 28  -101
2015  77  5 29  -100
2015  77  5 30  -100
2015  77  5 31  -100
2015  77  5 32  -102
2015  77  5 33  -102
2015  77  5 34  -102
2015  77  5 35  -102
2015  77  5 36  -102
2015  77  5 37  -102
2015  77  5 38  -103
2015  77  5 39  -103
2015  77  5 40  -103
2015  77  5 41  -104
2015  77  5 42  -104
2015  77  5 43  -104
2015  77  5 44  -105
2015  77  5 45  -106
2015  77  5 46  -106
2015  77  5 47  -107
2015  77  5 48  -107
2015  77  5 49  -107
2015  77  5 50  -108
2015  77  5 51  -109
2015  77  5 52  -109
2015  77  5 53  -110
2015  77  5 54  -111
2015  77  5 55  -112
2015  77  5 56  -112
2015  77  5 57  -112
2015  77  5 58  -112
2015  77  5 59  -113
2015  77  6  0  -113
2015  77  6  1  -112
2015  77  6  2  -112
2015  77  6  3  -112
2015  77  6  4  -111
2015  77  6  5  -111
2015  77  6  6  -111
2015  77  6  7  -111
2015  77  6  8  -110
2015  77  6  9  -110
2015  77  6 10  -109
2015  77  6 11  -109
2015  77  6 12  -109
2015  77  6 13  -109
2015  77  6 14  -108
2015  77  6 15  -108
2015  77  6 16  -108
2015  77  6 17  -107
2015  77  6 18  -107
2015  77  6 19  -106
2015  77  6 20  -106
2015  77  6 21  -106
2015  77  6 22  -105
2015  77  6 23  -105
2015  77  6 24  -104
2015  77  6 25  -104
2015  77  6 26  -104
2015  77  6 27  -104
2015  77  6 28  -104
2015  77  6 29  -104
2015  77  6 30  -105
2015  77  6 31  -104
2015  77  6 32  -104
2015  77  6 33  -105
2015  77  6 34  -105
2015  77  6 35  -105
2015  77  6 36  -105
2015  77  6 37  -104
2015  77  6 38  -104
2015  77  6 39  -104
2015  77  6 40  -103
2015  77  6 41  -103
2015  77  6 42  -102
2015  77  6 43  -102
2015  77  6 44  -101
2015  77  6 45  -101
2015  77  6 46  -100
2015  77  6 47  -100
2015  77  6 48  -100
2015  77  6 49  -100
2015  77  6 50  -101
2015  77  6 51  -100
2015  77  6 52  -101
2015  77  6 53  -100
2015  77  6 54  -100
2015  77  6 55   -99
2015  77  6 56   -99
2015  77  6 57   -98
2015  77  6 58   -99
2015  77  6 59   -98
2015  77  7  0   -99
2015  77  7  1   -98
2015  77  7  2   -97
2015  77  7  3   -96
2015  77  7  4   -96
2015  77  7  5   -95
2015  77  7  6   -95
2015  77  7  7   -94
2015  77  7  8   -93
2015  77  7  9   -93
2015  77  7 10   -92
2015  77  7 11   -93
2015  77  7 12   -93
2015  77  7 13   -93
2015  77  7 14   -93
2015  77  7 15   -94
2015  77  7 16   -94
2015  77  7 17   -95
2015  77  7 18   -95
2015  77  7 19   -95
2015  77  7 20   -96
2015  77  7 21   -95
2015  77  7 22   -95
2015  77  7 23   -94
2015  77  7 24   -93
2015  77  7 25   -93
2015  77  7 26   -92
2015  77  7 27   -92
2015  77  7 28   -91
2015  77  7 29   -92
2015  77  7 30   -92
2015  77  7 31   -92
2015  77  7 32   -92
2015  77  7 33   -93
2015  77  7 34   -93
2015  77  7 35   -93
2015  77  7 36   -92
2015  77  7 37   -92
2015  77  7 38   -91
2015  77  7 39   -90
2015  77  7 40   -90
2015  77  7 41   -89
2015  77  7 42   -90
2015  77  7 43   -89
2015  77  7 44   -88
2015  77  7 45   -88
2015  77  7 46   -88
2015  77  7 47   -88
2015  77  7 48   -88
2015  77  7 49   -90
2015  77  7 50   -92
2015  77  7 51   -94
2015  77  7 52   -94
2015  77  7 53   -94
2015  77  7 54   -95
2015  77  7 55   -95
2015  77  7 56   -95
2015  77  7 57   -95
2015  77  7 58   -96
2015  77  7 59   -96
2015  77  8  0   -97
2015  77  8  1   -97
2015  77  8  2   -97
2015  77  8  3   -97
2015  77  8  4   -97
2015  77  8  5   -97
2015  77  8  6   -97
2015  77  8  7   -98
2015  77  8  8   -98
2015  77  8  9   -99
2015  77  8 10   -99
2015  77  8 11   -99
2015  77  8 12  -100
2015  77  8 13  -100
2015  77  8 14  -101
2015  77  8 15  -102
2015  77  8 16  -103
2015  77  8 17  -103
2015  77  8 18  -104
2015  77  8 19  -103
2015  77  8 20  -103
2015  77  8 21  -102
2015  77  8 22  -102
2015  77  8 23  -102
2015  77  8 24  -102
2015  77  8 25  -101
2015  77  8 26  -101
2015  77  8 27  -100
2015  77  8 28  -100
2015  77  8 29  -100
2015  77  8 30   -99
2015  77  8 31   -99
2015  77  8 32   -98
2015  77  8 33   -98
2015  77  8 34   -97
2015  77  8 35   -97
2015  77  8 36   -96
2015  77  8 37   -96
2015  77  8 38   -96
2015  77  8 39   -96
2015  77  8 40   -97
2015  77  8 41   -97
2015  77  8 42   -97
2015  77  8 43   -97
2015  77  8 44   -97
2015  77  8 45   -96
2015  77  8 46   -96
2015  77  8 47   -95
2015  77  8 48   -94
2015  77  8 49   -93
2015  77  8 50   -93
2015  77  8 51   -92
2015  77  8 52   -92
2015  77  8 53   -91
2015  77  8 54   -90
2015  77  8 55   -90
2015  77  8 56   -90
2015  77  8 57   -90
2015  77  8 58   -89
2015  77  8 59   -89
2015  77  9  0   -89
2015  77  9  1   -89
2015  77  9  2   -89
2015  77  9  3   -89
2015  77  9  4   -90
2015  77  9  5   -90
2015  77  9  6   -91
2015  77  9  7   -91
2015  77  9  8   -91
2015  77  9  9   -91
2015  77  9 10   -91
2015  77  9 11   -91
2015  77  9 12   -90
2015  77  9 13   -90
2015  77  9 14   -90
2015  77  9 15   -90
2015  77  9 16   -89
2015  77  9 17   -89
2015  77  9 18   -89
2015  77  9 19   -88
2015  77  9 20   -88
2015  77  9 21   -88
2015  77  9 22   -88
2015  77  9 23   -88
2015  77  9 24   -89
2015  77  9 25   -89
2015  77  9 26   -89
2015  77  9 27   -89
2015  77  9 28   -89
2015  77  9 29   -89
2015  77  9 30   -89
2015  77  9 31   -88
2015  77  9 32   -89
2015  77  9 33   -89
2015  77  9 34   -90
2015  77  9 35   -90
2015  77  9 36   -91
2015  77  9 37   -91
2015  77  9 38   -91
2015  77  9 39   -91
2015  77  9 40   -91
2015  77  9 41   -91
2015  77  9 42   -91
2015  77  9 43   -91
2015  77  9 44   -90
2015  77  9 45   -90
2015  77  9 46   -91
2015  77  9 47   -90
2015  77  9 48   -91
2015  77  9 49   -90
2015  77  9 50   -90
2015  77  9 51   -90
2015  77  9 52   -89
2015  77  9 53   -89
2015  77  9 54   -88
2015  77  9 55   -88
2015  77  9 56   -89
2015  77  9 57   -89
2015  77  9 58   -90
2015  77  9 59   -91
2015  77 10  0   -91
2015  77 10  1   -92
2015  77 10  2   -91
2015  77 10  3   -91
2015  77 10  4   -91
2015  77 10  5   -92
2015  77 10  6   -91
2015  77 10  7   -91
2015  77 10  8   -91
2015  77 10  9   -91
2015  77 10 10   -92
2015  77 10 11   -92
2015  77 10 12   -93
2015  77 10 13   -93
2015  77 10 14   -93
2015  77 10 15   -93
2015  77 10 16   -92
2015  77 10 17   -91
2015  77 10 18   -89
2015  77 10 19   -89
2015  77 10 20   -90
2015  77 10 21   -90
2015  77 10 22   -90
2015  77 10 23   -90
2015  77 10 24   -90
2015  77 10 25   -90
2015  77 10 26   -90
2015  77 10 27   -90
2015  77 10 28   -91
2015  77 10 29   -90
2015  77 10 30   -90
2015  77 10 31   -89
2015  77 10 32   -89
2015  77 10 33   -88
2015  77 10 34   -87
2015  77 10 35   -87
2015  77 10 36   -87
2015  77 10 37   -87
2015  77 10 38   -86
2015  77 10 39   -85
2015  77 10 40   -84
2015  77 10 41   -83
2015  77 10 42   -82
2015  77 10 43   -82
2015  77 10 44   -81
2015  77 10 45   -81
2015  77 10 46   -81
2015  77 10 47   -80
2015  77 10 48   -79
2015  77 10 49   -78
2015  77 10 50   -77
2015  77 10 51   -75
2015  77 10 52   -74
2015  77 10 53   -74
2015  77 10 54   -73
2015  77 10 55   -73
2015  77 10 56   -72
2015  77 10 57   -71
2015  77 10 58   -70
2015  77 10 59   -69
2015  77 11  0   -69
2015  77 11  1   -69
2015  77 11  2   -69
2015  77 11  3   -69
2015  77 11  4   -70
2015  77 11  5   -71
2015  77 11  6   -70
2015  77 11  7   -69
2015  77 11  8   -68
2015  77 11  9   -67
2015  77 11 10   -67
2015  77 11 11   -67
2015  77 11 12   -68
2015  77 11 13   -69
2015  77 11 14   -70
2015  77 11 15   -70
2015  77 11 16   -71
2015  77 11 17   -72
2015  77 11 18   -73
2015  77 11 19   -73
2015  77 11 20   -74
2015  77 11 21   -75
2015  77 11 22   -75
2015  77 11 23   -76
2015  77 11 24   -76
2015  77 11 25   -77
2015  77 11 26   -78
2015  77 11 27   -79
2015  77 11 28   -78
2015  77 11 29   -78
2015  77 11 30   -78
2015  77 11 31   -79
2015  77 11 32   -80
2015  77 11 33   -80
2015  77 11 34   -80
2015  77 11 35   -80
2015  77 11 36   -80
2015  77 11 37   -80
2015  77 11 38   -79
2015  77 11 39   -79
2015  77 11 40   -79
2015  77 11 41   -80
2015  77 11 42   -80
2015  77 11 43   -79
2015  77 11 44   -79
2015  77 11 45   -78
2015  77 11 46   -78
2015  77 11 47   -77
2015  77 11 48   -78
2015  77 11 49   -78
2015  77 11 50   -78
2015  77 11 51   -78
2015  77 11 52   -78
2015  77 11 53   -78
2015  77 11 54   -79
2015  77 11 55   -79
2015  77 11 56   -79
2015  77 11 57   -79
2015  77 11 58   -79
2015  77 11 59   -79
2015  77 12  0   -78
2015  77 12  1   -77
2015  77 12  2   -76
2015  77 12  3   -76
2015  77 12  4   -76
2015  77 12  5   -75
2015  77 12  6   -74
2015  77 12  7   -74
2015  77 12  8   -73
2015  77 12  9   -73
2015  77 12 10   -73
2015  77 12 11   -73
2015  77 12 12   -74
2015  77 12 13   -74
2015  77 12 14   -74
2015  77 12 15   -75
2015  77 12 16   -75
2015  77 12 17   -76
2015  77 12 18   -76
2015  77 12 19   -75
2015  77 12 20   -76
2015  77 12 21   -75
2015  77 12 22   -75
2015  77 12 23   -75
2015  77 12 24   -75
2015  77 12 25   -75
2015  77 12 26   -75
2015  77 12 27   -76
2015  77 12 28   -75
2015  77 12 29   -75
2015  77 12 30   -75
2015  77 12 31   -75
2015  77 12 32   -75
2015  77 12 33   -75
2015  77 12 34   -75
2015  77 12 35   -76
2015  77 12 36   -75
2015  77 12 37   -76
2015  77 12 38   -76
2015  77 12 39   -76
2015  77 12 40   -75
2015  77 12 41   -75
2015  77 12 42   -76
2015  77 12 43   -76
2015  77 12 44   -75
2015  77 12 45   -75
2015  77 12 46   -75
2015  77 12 47   -75
2015  77 12 48   -74
2015  77 12 49   -74
2015  77 12 50   -74
2015  77 12 51   -73
2015  77 12 52   -74
2015  77 12 53   -72
2015  77 12 54   -72
2015  77 12 55   -71
2015  77 12 56   -70
2015  77 12 57   -70
2015  77 12 58   -69
2015  77 12 59   -69
2015  77 13  0   -69
2015  77 13  1   -69
2015  77 13  2   -70
2015  77 13  3   -71
2015  77 13  4   -72
2015  77 13  5   -72
2015  77 13  6   -73
2015  77 13  7   -73
2015  77 13  8   -73
2015  77 13  9   -72
2015  77 13 10   -71
2015  77 13 11   -70
2015  77 13 12   -71
2015  77 13 13   -71
2015  77 13 14   -71
2015  77 13 15   -70
2015  77 13 16   -70
2015  77 13 17   -71
2015  77 13 18   -71
2015  77 13 19   -72
2015  77 13 20   -72
2015  77 13 21   -72
2015  77 13 22   -72
2015  77 13 23   -72
2015  77 13 24   -72
2015  77 13 25   -71
2015  77 13 26   -70
2015  77 13 27   -70
2015  77 13 28   -70
2015  77 13 29   -70
2015  77 13 30   -70
2015  77 13 31   -69
2015  77 13 32   -69
2015  77 13 33   -69
2015  77 13 34   -68
2015  77 13 35   -69
2015  77 13 36   -69
2015  77 13 37   -70
2015  77 13 38   -70
2015  77 13 39   -70
2015  77 13 40   -70
2015  77 13 41   -70
2015  77 13 42   -69
2015  77 13 43   -69
2015  77 13 44   -69
2015  77 13 45   -70
2015  77 13 46   -70
2015  77 13 47   -70
2015  77 13 48   -70
2015  77 13 49   -70
2015  77 13 50   -69
2015  77 13 51   -69
2015  77 13 52   -69
2015  77 13 53   -69
2015  77 13 54   -69
2015  77 13 55   -69
2015  77 13 56   -69
2015  77 13 57   -69
2015  77 13 58   -69
2015  77 13 59   -69
2015  77 14  0   -68
2015  77 14  1   -68
2015  77 14  2   -69
2015  77 14  3   -68
2015  77 14  4   -68
2015  77 14  5   -68
2015  77 14  6   -68
2015  77 14  7   -68
2015  77 14  8   -67
2015  77 14  9   -67
2015  77 14 10   -66
2015  77 14 11   -66
2015  77 14 12   -66
2015  77 14 13   -67
2015  77 14 14   -67
2015  77 14 15   -66
2015  77 14 16   -66
2015  77 14 17   -66
2015  77 14 18   -66
2015  77 14 19   -66
2015  77 14 20   -67
2015  77 14 21   -67
2015  77 14 22   -68
2015  77 14 23   -68
2015  77 14 24   -69
2015  77 14 25   -70
2015  77 14 26   -71
2015  77 14 27   -71
2015  77 14 28   -71
2015  77 14 29   -72
2015  77 14 30   -74
2015  77 14 31   -75
2015  77 14 32   -75
2015  77 14 33   -75
2015  77 14 34   -74
2015  77 14 35   -75
2015  77 14 36   -76
2015  77 14 37   -76
2015  77 14 38   -76
2015  77 14 39   -77
2015  77 14 40   -78
2015  77 14 41   -77
2015  77 14 42   -77
2015  77 14 43   -78
2015  77 14 44   -79
2015  77 14 45   -80
2015  77 14 46   -80
2015  77 14 47   -80
2015  77 14 48   -80
2015  77 14 49   -81
2015  77 14 50   -81
2015  77 14 51   -81
2015  77 14 52   -82
2015  77 14 53   -82
2015  77 14 54   -83
2015  77 14 55   -82
2015  77 14 56   -83
